INDEX(),Date,Brand,Channel Funnel,Channel,Funnel,Tactic,Centralized Channel Funnel Tactic,Spend,LCND,LCROAS,pND,pROAS,Visit,clicks,impressions,orders
"28,943",4/24/26,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Social Awareness Pinterest AWE, 459.15 , 201.47 , 0.44 ," 3,239.35 ", 7.06 , 7.00 , 389.00 ," 305,022.00 ", 1.00 
"28,944",4/24/26,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration Pinterest CON DYN, 425.58 ," 1,424.40 ", 3.35 ," 4,255.80 ", 10.00 ," 1,698.00 "," 3,864.00 "," 490,569.00 ", 7.00 
"28,945",4/24/26,brand ca,Pinterest CON DYN Credits,Social,Consideration,Pinterest CON DYN Credits,Social Consideration Pinterest CON DYN Credits, -   ,, -   ,, -   ,,,,
"28,946",4/24/26,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 1,112.56 "," 14,402.14 ", 12.95 ," 17,868.73 ", 16.06 ," 2,455.00 "," 2,771.00 "," 146,816.00 ", 74.00 
"28,947",4/24/26,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC," 2,597.98 "," 18,588.32 ", 7.15 ," 23,062.53 ", 8.88 ," 6,219.00 "," 7,126.00 "," 337,251.00 ", 119.00 
"28,948",4/24/26,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, -   , -   ,, -   , 2.00 ,,, -   
"28,949",4/24/26,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, 213.98 , -   ,, -   , 7.00 ,,, 1.00 
"28,950",4/24/26,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   ,, -   , 5.00 ,,, -   
"28,951",4/24/26,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 870.18 ," 11,320.48 ", 13.01 ," 3,833.11 ", 4.40 ," 6,591.00 ", -   , -   , 121.00 
"28,952",4/24/26,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 324.26 ," 26,418.64 ", 81.47 ," 4,567.78 ", 14.09 ," 4,886.00 ", -   , -   , 251.00 
"28,953",4/24/26,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,612.99 "," 88,304.81 ", 24.44 ," 6,216.66 ", 1.72 ," 3,014.00 ", -   , -   , 708.00 
"28,954",4/24/26,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 938.56 ," 127,205.58 ", 135.53 ," 8,141.16 ", 8.67 ," 15,959.00 "," 14,080.00 "," 40,793.00 "," 1,113.00 "
"28,955",4/24/26,brand outlet,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 4,991.52 "," 29,380.45 ", 5.89 ," 67,104.95 ", 13.44 ," 19,433.00 "," 28,275.00 "," 490,098.00 ", 349.00 
"28,956",4/24/26,brand outlet,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 8,858.46 "," 57,937.61 ", 6.54 ," 132,329.50 ", 14.94 ," 19,096.00 "," 25,903.00 "," 370,426.00 ", 510.00 
"28,957",4/24/26,brand outlet,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 5,366.45 "," 31,553.09 ", 5.88 ," 72,067.26 ", 13.43 ," 14,708.00 "," 21,031.00 "," 273,099.00 ", 415.00 
"28,958",4/24/26,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Social Awareness Meta AWE, 211.03 ,,, 54.95 , 0.26 ,, 187.00 ," 91,402.00 ",
"28,959",4/24/26,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration Meta CON," 6,285.61 "," 2,356.29 ", 0.37 ," 61,661.83 ", 9.81 ," 17,084.00 "," 35,130.00 "," 395,502.00 ", 22.00 
"28,960",4/24/26,brand outlet,Non Brand CVR,Search,Conversion,Non Brand,Search Conversion Non Brand," 9,785.79 "," 19,784.29 ", 2.02 ," 159,866.96 ", 16.34 ," 7,721.00 "," 7,427.00 "," 163,266.00 ", 181.00 
"28,961",4/24/26,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 17,436.39 "," 88,327.65 ", 5.07 ," 33,785.33 ", 1.94 ," 20,419.00 "," 22,327.00 "," 1,570,177.00 ", 816.00 
"28,962",4/24/26,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 39,285.24 "," 127,894.25 ", 3.26 ," 229,723.65 ", 5.85 ," 42,528.00 "," 44,497.00 "," 2,776,850.00 "," 1,288.00 "
"28,963",4/25/26,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,, -   , -   ,, -   , 1.00 , -   , -   , -   
"28,964",4/25/26,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 9,954.35 "," 51,555.23 ", 5.18 ," 85,669.33 ", 8.61 ," 15,192.00 ", -   , -   , 262.00 
"28,965",4/25/26,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 280.30 ," 24,079.79 ", 85.91 ," 3,272.44 ", 11.67 ," 1,538.00 ", -   , -   , 124.00 
"28,966",4/25/26,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 6,628.46 "," 139,079.89 ", 20.98 ," 18,316.82 ", 2.76 ," 2,792.00 ", -   , -   , 597.00 
"28,967",4/25/26,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 2,608.64 "," 210,799.70 ", 80.81 ," 16,505.62 ", 6.33 ," 23,741.00 "," 23,208.00 "," 59,665.00 "," 1,012.00 "
"28,968",4/25/26,brand us,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 1,540.81 "," 20,411.42 ", 13.25 ," 10,334.30 ", 6.71 ," 8,316.00 "," 13,958.00 "," 136,205.00 ", 127.00 
"28,969",4/25/26,brand us,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 2,850.03 "," 56,140.36 ", 19.70 ," 28,423.86 ", 9.97 ," 10,922.00 "," 13,845.00 "," 119,558.00 ", 239.00 
"28,970",4/25/26,brand us,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 2,608.16 "," 37,943.12 ", 14.55 ," 19,210.60 ", 7.37 ," 12,715.00 "," 17,518.00 "," 138,060.00 ", 228.00 
"28,971",4/25/26,brand us,Meta AWE Acquire (BAU),Social,Awareness,Meta AWE Acquire (BAU),Social Awareness Meta AWE Acquire (BAU)," 4,107.59 ", -   , -   ," 25,359.44 ", 6.17 , 158.00 , 789.00 ," 1,343,720.00 ", -   
"28,972",4/25/26,brand us,Meta AWE Retention,Social,Awareness,Meta AWE Retention,Social Awareness Meta AWE Retention, 487.64 , -   , -   ," 3,010.59 ", 6.17 , 80.00 , 174.00 ," 115,256.00 ", -   
"28,973",4/25/26,brand us,Meta AWE Stores,Social,Awareness,Meta AWE Stores,Social Awareness Meta AWE Stores, 226.62 ,,," 1,399.11 ", 6.17 ,, 67.00 ," 76,350.00 ",
"28,974",4/25/26,brand us,Meta CON Acquire & Reclaim (BAU),Social,Consideration,Meta CON Acquire & Reclaim (BAU),Social Consideration Meta CON Acquire & Reclaim (BAU)," 5,339.22 "," 1,679.66 ", 0.31 ," 123,752.98 ", 23.18 ," 12,103.00 "," 20,299.00 "," 426,054.00 ", 13.00 
"28,975",4/25/26,brand us,Meta CON Retention,Social,Consideration,Meta CON Retention,Social Consideration Meta CON Retention, 423.07 ," 1,058.50 ", 2.50 ," 9,805.96 ", 23.18 ," 1,984.00 "," 2,130.00 "," 38,594.00 ", 8.00 
"28,976",4/25/26,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 165.06 , 35.00 , 0.21 , 38.50 , 0.23 , 180.00 , 175.00 ," 2,022.00 ", 1.00 
"28,977",4/25/26,brand us,Non Brand CVR,Search,Conversion,Non Brand,Search Conversion Non Brand," 4,103.63 "," 7,624.69 ", 1.86 ," 8,387.16 ", 2.04 ," 1,887.00 "," 1,897.00 "," 45,909.00 ", 22.00 
"28,978",4/25/26,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Social Awareness Pinterest AWE," 5,960.91 ", -   , -   ," 29,864.16 ", 5.01 , 59.00 ," 2,415.00 "," 2,146,530.00 ", -   
"28,979",4/25/26,brand us,Pinterest AWE Credits,Social,Awareness,Pinterest AWE Credits,Social Awareness Pinterest AWE Credits, -   ,, -   , -   , -   ,,,,
"28,980",4/25/26,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration Pinterest CON CUS," 2,255.68 "," 1,233.78 ", 0.55 ," 15,675.62 ", 6.95 ," 2,552.00 "," 2,849.00 "," 411,212.00 ", 7.00 
"28,981",4/25/26,brand us,Pinterest CON CUS Credits,Social,Consideration,Pinterest CON CUS Credits,Social Consideration Pinterest CON CUS Credits, -   ,, -   ,, -   ,,,,
"28,982",4/25/26,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration Pinterest CON DYN," 5,486.91 "," 8,066.88 ", 1.47 ," 38,130.73 ", 6.95 ," 8,973.00 "," 14,959.00 "," 1,238,626.00 ", 34.00 
"28,983",4/25/26,brand us,Pinterest CON DYN Credits,Social,Consideration,Pinterest CON DYN Credits,Social Consideration Pinterest CON DYN Credits, -   , -   , -   , -   , -   , 5.00 ,,, -   
"28,984",4/25/26,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Pinterest CON Search, -   , -   , -   ,, -   , 1.00 ,,, -   
"28,985",4/25/26,brand us,Pinterest CON Search Credits,Social,Consideration,Pinterest CON Search,Social Consideration Pinterest CON Search Credits, -   , 268.59 , -   ,, -   , 2.00 ,,, 1.00 
"28,986",4/25/26,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 12,921.19 "," 97,318.49 ", 7.53 ," 178,754.60 ", 13.83 ," 18,300.00 "," 20,143.00 "," 1,029,669.00 ", 528.00 
"28,987",4/25/26,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 5,632.05 "," 26,015.16 ", 4.62 ," 29,862.80 ", 5.30 ," 9,015.00 "," 9,263.00 "," 455,850.00 ", 170.00 
"28,988",4/25/26,brand us,TikTok AWE,Social,Awareness,TikTok AWE,Social Awareness TikTok AWE," 2,690.01 ", -   , -   ," 17,238.39 ", 6.41 , 129.00 ," 1,242.00 "," 890,212.00 ", -   
"28,989",4/25/26,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration TikTok CON CUS, 925.67 , -   , -   ," 9,924.94 ", 10.72 ," 4,154.00 "," 7,405.00 "," 497,967.00 ", -   
"28,990",4/25/26,brand us,TikTok CON DYN,Social,Consideration,TikTok CON DYN,Social Consideration TikTok CON DYN, 357.80 ,,," 1,396.17 ", 3.90 ,," 2,302.00 "," 90,115.00 ",
"28,991",4/25/26,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration TikTok CON Search, 546.48 , -   , -   ," 2,132.42 ", 3.90 , 395.00 ," 1,339.00 "," 28,224.00 ", -   
"28,992",4/25/26,brand us,TikTok CON View Content Credits,Social,Consideration,TikTok CON View Content Credits,Social Consideration TikTok CON View Content Credits, 673.61 , 558.59 , 0.83 ," 7,222.38 ", 10.72 ," 1,833.00 "," 1,103.00 "," 122,674.00 ", 3.00 
"28,993",4/25/26,brand us,CVR ASC Omni Test,Social,Conversion,CVR ASC Omni Test,Social Conversion ASC Omni Test,, -   , -   ,, -   , 1.00 ,,, -   
"28,994",4/25/26,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   ,, -   , 1.00 ,,, -   
"28,995",4/25/26,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   ,, -   , 1.00 ,,, -   
"28,996",4/25/26,brand us,Pinterest CON MAX Credits,Social,Consideration,Pinterest CON MAX Credits,Social Consideration Pinterest CON MAX Credits,, -   , -   ,, -   , 1.00 ,,, -   
"28,997",4/25/26,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 139.04 , 768.07 , 5.52 , 321.21 , 2.31 , 681.00 , -   , -   , 5.00 
"28,998",4/25/26,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 137.56 ," 9,204.49 ", 66.91 ," 2,135.44 ", 15.52 , 278.00 , -   , -   , 46.00 
"28,999",4/25/26,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 1,495.39 "," 29,774.74 ", 19.91 ," 5,916.24 ", 3.96 , 430.00 , -   , -   , 123.00 
"29,000",4/25/26,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 285.50 ," 56,384.12 ", 197.49 ," 3,704.44 ", 12.98 ," 6,910.00 "," 7,250.00 "," 21,539.00 ", 299.00 
"29,001",4/25/26,brand ca,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 1,053.19 "," 16,376.05 ", 15.55 ," 14,029.36 ", 13.32 ," 5,550.00 "," 8,069.00 "," 79,096.00 ", 96.00 
"29,002",4/25/26,brand ca,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 646.66 ," 12,442.11 ", 19.24 ," 10,659.16 ", 16.48 ," 5,216.00 "," 7,174.00 "," 68,975.00 ", 92.00 
"29,003",4/25/26,brand ca,Meta AWE,Social,Awareness,Meta AWE,Social Awareness Meta AWE," 1,143.40 ", -   , -   ," 24,740.89 ", 21.64 , 164.00 , 567.00 ," 744,655.00 ", -   
"29,004",4/25/26,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration Meta CON, 329.91 , 256.32 , 0.78 ," 2,327.55 ", 7.06 ," 2,321.00 "," 2,858.00 "," 67,829.00 ", 2.00 
"29,005",4/25/26,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Social Awareness Pinterest AWE, 459.51 , 102.94 , 0.22 ," 3,241.89 ", 7.06 , 14.00 , 374.00 ," 306,009.00 ", 1.00 
"29,006",4/25/26,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration Pinterest CON DYN, 443.31 , 423.21 , 0.95 ," 4,433.10 ", 10.00 ," 1,887.00 "," 4,161.00 "," 499,167.00 ", 4.00 
"29,007",4/25/26,brand ca,Pinterest CON DYN Credits,Social,Consideration,Pinterest CON DYN Credits,Social Consideration Pinterest CON DYN Credits, -   ,, -   ,, -   ,,,,
"29,008",4/25/26,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 2,444.08 "," 22,185.72 ", 9.08 ," 27,525.82 ", 11.26 ," 4,437.00 "," 5,286.00 "," 293,293.00 ", 116.00 
"29,009",4/25/26,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC," 2,983.69 "," 20,656.53 ", 6.92 ," 25,628.56 ", 8.59 ," 7,539.00 "," 8,513.00 "," 424,138.00 ", 135.00 
"29,010",4/25/26,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   ,, -   , 1.00 ,,, -   
"29,011",4/25/26,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   ,, -   , 7.00 ,,, -   
"29,012",4/25/26,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   ,, -   , 8.00 ,,, -   
"29,013",4/25/26,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 1,626.19 "," 17,551.87 ", 10.79 ," 5,943.06 ", 3.65 ," 8,403.00 ", -   , -   , 178.00 
"29,014",4/25/26,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 297.15 ," 29,782.16 ", 100.23 ," 5,149.34 ", 17.33 ," 6,159.00 ", -   , -   , 262.00 
"29,015",4/25/26,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 4,233.65 "," 98,139.84 ", 23.18 ," 6,909.04 ", 1.63 ," 3,235.00 ", -   , -   , 752.00 
"29,016",4/25/26,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 988.16 ," 139,502.63 ", 141.17 ," 8,928.17 ", 9.04 ," 17,857.00 "," 16,044.00 "," 45,714.00 "," 1,220.00 "
"29,017",4/25/26,brand outlet,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 4,577.65 "," 28,025.89 ", 6.12 ," 64,011.13 ", 13.98 ," 19,396.00 "," 28,992.00 "," 482,434.00 ", 337.00 
"29,018",4/25/26,brand outlet,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 9,122.72 "," 68,955.15 ", 7.56 ," 157,493.56 ", 17.26 ," 20,934.00 "," 30,590.00 "," 379,562.00 ", 575.00 
"29,019",4/25/26,brand outlet,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 6,964.69 "," 42,998.70 ", 6.17 ," 98,209.03 ", 14.10 ," 19,240.00 "," 29,454.00 "," 360,498.00 ", 535.00 
"29,020",4/25/26,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Social Awareness Meta AWE, 214.89 ,,, 55.96 , 0.26 ,, 172.00 ," 95,822.00 ",
"29,021",4/25/26,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration Meta CON," 7,431.33 "," 3,800.33 ", 0.51 ," 72,901.35 ", 9.81 ," 23,434.00 "," 46,117.00 "," 476,035.00 ", 34.00 
"29,022",4/25/26,brand outlet,Non Brand CVR,Search,Conversion,Non Brand,Search Conversion Non Brand," 25,799.83 "," 42,235.46 ", 1.64 ," 341,283.63 ", 13.23 ," 16,010.00 "," 16,750.00 "," 366,245.00 ", 354.00 
"29,023",4/25/26,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 26,841.33 "," 110,439.55 ", 4.11 ," 42,243.13 ", 1.57 ," 27,761.00 "," 31,918.00 "," 2,096,337.00 "," 1,080.00 "
"29,024",4/25/26,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 39,771.06 "," 127,429.33 ", 3.20 ," 228,888.56 ", 5.76 ," 42,501.00 "," 44,842.00 "," 2,800,308.00 "," 1,306.00 "
"29,025",4/26/26,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 10,402.02 "," 56,659.49 ", 5.45 ," 94,151.07 ", 9.05 ," 16,127.00 ", -   , -   , 310.00 
"29,026",4/26/26,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 292.00 ," 25,181.51 ", 86.24 ," 3,422.17 ", 11.72 ," 1,827.00 ", -   , -   , 132.00 
"29,027",4/26/26,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 7,851.61 "," 165,955.12 ", 21.14 ," 21,856.29 ", 2.78 ," 3,283.00 ", -   , -   , 728.00 
"29,028",4/26/26,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 2,816.09 "," 235,110.88 ", 83.49 ," 18,409.18 ", 6.54 ," 27,027.00 "," 25,966.00 "," 65,240.00 "," 1,131.00 "
"29,029",4/26/26,brand us,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 1,481.10 "," 19,381.75 ", 13.09 ," 9,812.98 ", 6.63 ," 8,328.00 "," 12,651.00 "," 126,242.00 ", 131.00 
"29,030",4/26/26,brand us,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 4,253.10 "," 73,828.83 ", 17.36 ," 37,379.54 ", 8.79 ," 14,945.00 "," 19,670.00 "," 172,205.00 ", 331.00 
"29,031",4/26/26,brand us,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 2,347.31 "," 38,029.55 ", 16.20 ," 19,254.36 ", 8.20 ," 12,967.00 "," 16,504.00 "," 129,545.00 ", 242.00 
"29,032",4/26/26,brand us,Meta AWE Acquire (BAU),Social,Awareness,Meta AWE Acquire (BAU),Social Awareness Meta AWE Acquire (BAU)," 4,186.73 ", 266.00 , 0.06 ," 25,848.03 ", 6.17 , 155.00 , 797.00 ," 1,392,948.00 ", 1.00 
"29,033",4/26/26,brand us,Meta AWE Retention,Social,Awareness,Meta AWE Retention,Social Awareness Meta AWE Retention, 471.24 , -   , -   ," 2,909.34 ", 6.17 , 83.00 , 207.00 ," 122,431.00 ", -   
"29,034",4/26/26,brand us,Meta AWE Stores,Social,Awareness,Meta AWE Stores,Social Awareness Meta AWE Stores, 229.41 ,,," 1,416.33 ", 6.17 ,, 75.00 ," 78,710.00 ",
"29,035",4/26/26,brand us,Meta CON Acquire & Reclaim (BAU),Social,Consideration,Meta CON Acquire & Reclaim (BAU),Social Consideration Meta CON Acquire & Reclaim (BAU)," 5,403.06 "," 4,796.34 ", 0.89 ," 125,232.66 ", 23.18 ," 23,511.00 "," 34,495.00 "," 466,946.00 ", 26.00 
"29,036",4/26/26,brand us,Meta CON Retention,Social,Consideration,Meta CON Retention,Social Consideration Meta CON Retention, 477.18 ," 1,153.16 ", 2.42 ," 11,060.13 ", 23.18 ," 2,584.00 "," 2,915.00 "," 50,769.00 ", 7.00 
"29,037",4/26/26,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 155.83 , 488.60 , 3.14 , 537.46 , 3.45 , 160.00 , 176.00 ," 2,144.00 ", 2.00 
"29,038",4/26/26,brand us,Non Brand CVR,Search,Conversion,Non Brand,Search Conversion Non Brand, 980.35 ," 1,574.95 ", 1.61 ," 1,732.45 ", 1.77 , 733.00 , 474.00 ," 11,607.00 ", 14.00 
"29,039",4/26/26,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Social Awareness Pinterest AWE, -   , -   , -   , -   , -   , 247.00 , 1.00 , 698.00 , -   
"29,040",4/26/26,brand us,Pinterest AWE Credits,Social,Awareness,Pinterest AWE Credits,Social Awareness Pinterest AWE Credits," 7,531.72 ",,," 37,733.92 ", 5.01 ,," 2,564.00 "," 2,448,268.00 ",
"29,041",4/26/26,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration Pinterest CON CUS, 589.41 , 208.97 , 0.35 ," 4,096.05 ", 6.95 , 426.00 , 800.00 ," 103,737.00 ", 3.00 
"29,042",4/26/26,brand us,Pinterest CON CUS Credits,Social,Consideration,Pinterest CON CUS Credits,Social Consideration Pinterest CON CUS Credits, -   ,, -   ,, -   ,,,,
"29,043",4/26/26,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration Pinterest CON DYN, -   ," 6,461.10 ", -   , -   , -   ," 9,658.00 ", 27.00 , 898.00 , 37.00 
"29,044",4/26/26,brand us,Pinterest CON DYN Credits,Social,Consideration,Pinterest CON DYN Credits,Social Consideration Pinterest CON DYN Credits," 4,472.79 ", -   , -   ," 31,083.21 ", 6.95 , 8.00 ," 4,555.00 "," 471,809.00 ", -   
"29,045",4/26/26,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Pinterest CON Search, -   , -   , -   ,, -   , 2.00 ,,, -   
"29,046",4/26/26,brand us,Pinterest CON Search Credits,Social,Consideration,Pinterest CON Search,Social Consideration Pinterest CON Search Credits, -   ,, -   ,, -   ,,,,
"29,047",4/26/26,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 12,261.49 "," 102,287.55 ", 8.34 ," 187,881.77 ", 15.32 ," 19,111.00 "," 18,995.00 "," 932,143.00 ", 557.00 
"29,048",4/26/26,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 5,469.50 "," 31,641.38 ", 5.79 ," 36,321.14 ", 6.64 ," 10,421.00 "," 10,686.00 "," 498,447.00 ", 200.00 
"29,049",4/26/26,brand us,TikTok AWE,Social,Awareness,TikTok AWE,Social Awareness TikTok AWE," 2,600.48 ", -   , -   ," 16,664.66 ", 6.41 , 135.00 ," 1,126.00 "," 954,436.00 ", -   
"29,050",4/26/26,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration TikTok CON CUS, 922.73 , -   , -   ," 9,893.42 ", 10.72 ," 4,238.00 "," 7,686.00 "," 504,528.00 ", -   
"29,051",4/26/26,brand us,TikTok CON DYN,Social,Consideration,TikTok CON DYN,Social Consideration TikTok CON DYN, 351.23 ,,," 1,370.53 ", 3.90 ,," 2,125.00 "," 106,463.00 ",
"29,052",4/26/26,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration TikTok CON Search, 535.01 , -   , -   ," 2,087.66 ", 3.90 , 432.00 ," 1,392.00 "," 29,352.00 ", -   
"29,053",4/26/26,brand us,TikTok CON View Content Credits,Social,Consideration,TikTok CON View Content Credits,Social Consideration TikTok CON View Content Credits, 667.11 , 877.80 , 1.32 ," 7,152.69 ", 10.72 ," 2,174.00 "," 1,058.00 "," 127,293.00 ", 2.00 
"29,054",4/26/26,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,, -   , -   ,, -   , 3.00 ,,, -   
"29,055",4/26/26,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom,, -   , -   ,, -   , 1.00 ,,, -   
"29,056",4/26/26,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 99.44 ," 1,881.35 ", 18.92 , 786.78 , 7.91 , 693.00 , -   , -   , 12.00 
"29,057",4/26/26,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 86.24 ," 7,654.81 ", 88.76 ," 1,775.92 ", 20.59 , 321.00 , -   , -   , 44.00 
"29,058",4/26/26,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 1,489.68 "," 27,537.65 ", 18.49 ," 5,471.73 ", 3.67 , 464.00 , -   , -   , 137.00 
"29,059",4/26/26,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 335.96 ," 50,078.41 ", 149.06 ," 3,290.15 ", 9.79 ," 7,011.00 "," 7,519.00 "," 22,045.00 ", 299.00 
"29,060",4/26/26,brand ca,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value, 754.15 ," 22,234.33 ", 29.48 ," 19,048.15 ", 25.26 ," 4,479.00 "," 6,425.00 "," 58,034.00 ", 118.00 
"29,061",4/26/26,brand ca,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 486.32 ," 8,626.89 ", 17.74 ," 7,390.66 ", 15.20 ," 4,319.00 "," 6,084.00 "," 54,786.00 ", 55.00 
"29,062",4/26/26,brand ca,Meta AWE,Social,Awareness,Meta AWE,Social Awareness Meta AWE," 1,155.23 ", -   , -   ," 24,996.87 ", 21.64 , 173.00 , 745.00 ," 788,026.00 ", -   
"29,063",4/26/26,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration Meta CON, 399.02 , 132.79 , 0.33 ," 2,815.13 ", 7.06 ," 3,560.00 "," 7,301.00 "," 72,422.00 ", 1.00 
"29,064",4/26/26,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Social Awareness Pinterest AWE, 459.02 , -   , -   ," 3,238.43 ", 7.06 , 11.00 , 386.00 ," 311,965.00 ", -   
"29,065",4/26/26,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration Pinterest CON DYN, 365.02 , 436.09 , 1.19 ," 3,650.20 ", 10.00 ," 1,636.00 "," 3,461.00 "," 420,345.00 ", 4.00 
